,x,y
1358,This plant is too [MASK]. I wanted a cool one instead.,warm
1359,This egg is too [MASK]. I wanted an unavailable one instead.,available
1360,This note is too [MASK]. I wanted a tender one instead.,tough
1361,This note is too [MASK]. I wanted a comfortable one instead.,uncomfortable
1362,This plant is too [MASK]. I wanted an ineffective one instead.,effective
1363,This house is too [MASK]. I wanted a happy one instead.,unhappy
1364,This rooster is too [MASK]. I wanted an intellectual one instead.,emotional
1365,This lake is too [MASK]. I wanted a general one instead.,specific
1366,This fox is too [MASK]. I wanted a fast one instead.,slow
1367,This wagon is too [MASK]. I wanted a general one instead.,specific
1368,This plant is too [MASK]. I wanted an active one instead.,passive
1369,This kite is too [MASK]. I wanted a cool one instead.,warm
1370,This van is too [MASK]. I wanted a small one instead.,big
1371,This van is too [MASK]. I wanted a continued one instead.,discontinued
1372,This kite is too [MASK]. I wanted a well one instead.,sick
1373,This note is too [MASK]. I wanted a good one instead.,bad
1374,This quilt is too [MASK]. I wanted a little one instead.,much
1375,This apple is too [MASK]. I wanted a cheap one instead.,expensive
1376,This yarn is too [MASK]. I wanted an invisible one instead.,visible
1377,This fox is too [MASK]. I wanted a timid one instead.,brave
1378,This wagon is too [MASK]. I wanted a patient one instead.,impatient
1379,This shirt is too [MASK]. I wanted a dry one instead.,sweet
1380,This plant is too [MASK]. I wanted a fearful one instead.,courageous
1381,This quilt is too [MASK]. I wanted a black one instead.,white
1382,This rooster is too [MASK]. I wanted a complete one instead.,incomplete
1383,This shirt is too [MASK]. I wanted a warm one instead.,cool
1384,This zebra is too [MASK]. I wanted an unlucky one instead.,lucky
1385,This umbrella is too [MASK]. I wanted a good one instead.,ill
1386,This mouse is too [MASK]. I wanted an organic one instead.,functional
1387,This note is too [MASK]. I wanted a dull one instead.,bright
1388,This zebra is too [MASK]. I wanted a happy one instead.,unhappy
1389,This note is too [MASK]. I wanted a progressive one instead.,conservative
1390,This apple is too [MASK]. I wanted an expensive one instead.,cheap
1391,This dog is too [MASK]. I wanted a polite one instead.,rude
1392,This lake is too [MASK]. I wanted a beautiful one instead.,ugly
1393,This dog is too [MASK]. I wanted an impatient one instead.,patient
1394,This shirt is too [MASK]. I wanted a little one instead.,much
1395,This dog is too [MASK]. I wanted a full one instead.,empty
1396,This zebra is too [MASK]. I wanted an unhealthy one instead.,healthy
1397,This fox is too [MASK]. I wanted a passive one instead.,active
1398,This turtle is too [MASK]. I wanted a stupid one instead.,smart
1399,This wagon is too [MASK]. I wanted a cold one instead.,hot
1400,This quilt is too [MASK]. I wanted a mild one instead.,intense
1401,This plant is too [MASK]. I wanted a distant one instead.,close
1402,This cat is too [MASK]. I wanted a soft one instead.,hard
1403,This wagon is too [MASK]. I wanted an unpopular one instead.,popular
1404,This note is too [MASK]. I wanted a fast one instead.,slow
1405,This bear is too [MASK]. I wanted a simple one instead.,complex
1406,This orange is too [MASK]. I wanted a fearless one instead.,afraid
1407,This quilt is too [MASK]. I wanted a honest one instead.,dishonest
1408,This turtle is too [MASK]. I wanted a stupid one instead.,smart
1409,This mouse is too [MASK]. I wanted a polite one instead.,rude
1410,This orange is too [MASK]. I wanted an early one instead.,late
1411,This zebra is too [MASK]. I wanted an useless one instead.,useful
1412,This apple is too [MASK]. I wanted an useful one instead.,useless
1413,This mouse is too [MASK]. I wanted a hide one instead.,shown
1414,This turtle is too [MASK]. I wanted a valuable one instead.,worthless
1415,This fox is too [MASK]. I wanted a cheap one instead.,expensive
1416,This shirt is too [MASK]. I wanted a careless one instead.,careful
1417,This egg is too [MASK]. I wanted a young one instead.,old
1418,This zebra is too [MASK]. I wanted a fearful one instead.,courageous
1419,This shirt is too [MASK]. I wanted a powerful one instead.,powerless
1420,This bear is too [MASK]. I wanted a timid one instead.,brave
1421,This kite is too [MASK]. I wanted a strong one instead.,weak
1422,This wagon is too [MASK]. I wanted an unreliable one instead.,reliable
1423,This note is too [MASK]. I wanted a proud one instead.,humble
1424,This wagon is too [MASK]. I wanted a similar one instead.,different
1425,This van is too [MASK]. I wanted a mild one instead.,intense
1426,This wagon is too [MASK]. I wanted a complex one instead.,simple
1427,This van is too [MASK]. I wanted an unhappy one instead.,happy
1428,This wagon is too [MASK]. I wanted a patient one instead.,impatient
1429,This cat is too [MASK]. I wanted a general one instead.,specific
1430,This egg is too [MASK]. I wanted a comfortable one instead.,uncomfortable
1431,This turtle is too [MASK]. I wanted a dull one instead.,bright
1432,This wagon is too [MASK]. I wanted a beautiful one instead.,ugly
1433,This rooster is too [MASK]. I wanted a confident one instead.,shy
1434,This wagon is too [MASK]. I wanted an expensive one instead.,cheap
1435,This bear is too [MASK]. I wanted a thirsty one instead.,hungry
1436,This note is too [MASK]. I wanted a pessimistic one instead.,optimistic
1437,This umbrella is too [MASK]. I wanted an amateur one instead.,professional
1438,This wagon is too [MASK]. I wanted a right one instead.,wrong
1439,This umbrella is too [MASK]. I wanted an intelligent one instead.,stupid
1440,This lake is too [MASK]. I wanted a soft one instead.,hard
1441,This quilt is too [MASK]. I wanted a common one instead.,individual
1442,This note is too [MASK]. I wanted a break one instead.,made
1443,This umbrella is too [MASK]. I wanted an expensive one instead.,cheap
1444,This cat is too [MASK]. I wanted a dry one instead.,sweet
1445,This egg is too [MASK]. I wanted a responsible one instead.,irresponsible
1446,This cat is too [MASK]. I wanted a small one instead.,big
1447,This zebra is too [MASK]. I wanted a fast one instead.,slow
1448,This dog is too [MASK]. I wanted a difficult one instead.,easy
1449,This wagon is too [MASK]. I wanted a large one instead.,small
1450,This rooster is too [MASK]. I wanted a discouraging one instead.,encouraging
1451,This dog is too [MASK]. I wanted a cheap one instead.,expensive
1452,This plant is too [MASK]. I wanted a buy one instead.,sold
1453,This wagon is too [MASK]. I wanted an invisible one instead.,conspicuous
1454,This plant is too [MASK]. I wanted an active one instead.,passive
1455,This plant is too [MASK]. I wanted an old one instead.,young
1456,This plant is too [MASK]. I wanted a stupid one instead.,smart
1457,This orange is too [MASK]. I wanted an unpopular one instead.,popular
1458,This rooster is too [MASK]. I wanted an active one instead.,quiet
1459,This shirt is too [MASK]. I wanted a continued one instead.,discontinued
1460,This garage is too [MASK]. I wanted an easy one instead.,difficult
1461,This garage is too [MASK]. I wanted an organic one instead.,functional
1462,This egg is too [MASK]. I wanted an ineffective one instead.,effective
1463,This house is too [MASK]. I wanted an impatient one instead.,patient
1464,This house is too [MASK]. I wanted a hot one instead.,cold
1465,This quilt is too [MASK]. I wanted a large one instead.,small
1466,This rooster is too [MASK]. I wanted a mild one instead.,intense
1467,This bear is too [MASK]. I wanted a fast one instead.,slow
1468,This egg is too [MASK]. I wanted a fearless one instead.,afraid
1469,This umbrella is too [MASK]. I wanted a safe one instead.,dangerous
1470,This turtle is too [MASK]. I wanted a progressive one instead.,conservative
1471,This cat is too [MASK]. I wanted a pessimistic one instead.,optimistic
1472,This fox is too [MASK]. I wanted a general one instead.,specific
1473,This zebra is too [MASK]. I wanted a weak one instead.,strong
1474,This rooster is too [MASK]. I wanted an old one instead.,young
1475,This plant is too [MASK]. I wanted a polite one instead.,rude
1476,This apple is too [MASK]. I wanted a rude one instead.,polite
1477,This bear is too [MASK]. I wanted a passive one instead.,active
1478,This cat is too [MASK]. I wanted an upstairs one instead.,below
1479,This quilt is too [MASK]. I wanted a different one instead.,like
1480,This apple is too [MASK]. I wanted a weak one instead.,strong
1481,This note is too [MASK]. I wanted an unlucky one instead.,lucky
1482,This orange is too [MASK]. I wanted a distant one instead.,close
1483,This bear is too [MASK]. I wanted an amateur one instead.,professional
1484,This umbrella is too [MASK]. I wanted a similar one instead.,different
1485,This mouse is too [MASK]. I wanted a patient one instead.,impatient
1486,This rooster is too [MASK]. I wanted an ill one instead.,well
1487,This garage is too [MASK]. I wanted a good one instead.,bad
1488,This dog is too [MASK]. I wanted a careless one instead.,careful
1489,This house is too [MASK]. I wanted a thirsty one instead.,hungry
1490,This mouse is too [MASK]. I wanted a white one instead.,black
1491,This rooster is too [MASK]. I wanted an useful one instead.,useless
1492,That mouse is too difficult. I want a [MASK] one instead.,easy
1493,That orange is too dishonest. I want a [MASK] one instead.,honest
1494,That yarn is too reliable. I want a [MASK] one instead.,unreliable
1495,That rooster is too professional. I want a [MASK] one instead.,amateur
1496,That dog is too late. I want a [MASK] one instead.,early
1497,That bear is too brave. I want a [MASK] one instead.,timid
1498,That plant is too incomplete. I want a [MASK] one instead.,complete
1499,That house is too shy. I want a [MASK] one instead.,confident
1500,That bear is too complete. I want a [MASK] one instead.,incomplete
1501,That garage is too tall. I want a [MASK] one instead.,short
1502,That van is too conspicuous. I want a [MASK] one instead.,invisible
1503,That quilt is too active. I want a [MASK] one instead.,quiet
1504,That yarn is too unhappy. I want a [MASK] one instead.,happy
1505,That house is too invisible. I want a [MASK] one instead.,visible
1506,That quilt is too hungry. I want a [MASK] one instead.,thirsty
1507,That house is too nice. I want a [MASK] one instead.,nasty
1508,That zebra is too wise. I want a [MASK] one instead.,foolish
1509,That umbrella is too ill. I want a [MASK] one instead.,good
1510,That apple is too organic. I want a [MASK] one instead.,functional
1511,That quilt is too found. I want a [MASK] one instead.,lost
1512,That shirt is too lucky. I want a [MASK] one instead.,unlucky
1513,That bear is too cheap. I want a [MASK] one instead.,expensive
1514,That bear is too slow. I want a [MASK] one instead.,fast
1515,That yarn is too sweet. I want a [MASK] one instead.,dry
1516,That orange is too evil. I want a [MASK] one instead.,good
1517,That egg is too below. I want a [MASK] one instead.,upstairs
1518,That quilt is too simple. I want a [MASK] one instead.,complex
1519,That shirt is too intelligent. I want a [MASK] one instead.,stupid
1520,That turtle is too effective. I want a [MASK] one instead.,ineffective
1521,That quilt is too strong. I want a [MASK] one instead.,weak
1522,That yarn is too positive. I want a [MASK] one instead.,negative
1523,That mouse is too easy. I want a [MASK] one instead.,difficult
1524,That bear is too functional. I want a [MASK] one instead.,organic
1525,That turtle is too difficult. I want a [MASK] one instead.,easy
1526,That garage is too irresponsible. I want a [MASK] one instead.,responsible
1527,That egg is too happy. I want a [MASK] one instead.,unhappy
1528,That kite is too broken. I want a [MASK] one instead.,advance
1529,That kite is too dependent. I want a [MASK] one instead.,independent
1530,That garage is too like. I want a [MASK] one instead.,different
1531,That plant is too courageous. I want a [MASK] one instead.,fearful
1532,That van is too brave. I want a [MASK] one instead.,timid
1533,That orange is too proud. I want a [MASK] one instead.,humble
1534,That turtle is too invisible. I want a [MASK] one instead.,visible
1535,That cat is too useless. I want a [MASK] one instead.,useful
1536,That kite is too uncomfortable. I want a [MASK] one instead.,comfortable
1537,That quilt is too perfect. I want a [MASK] one instead.,imperfect
1538,That zebra is too expensive. I want a [MASK] one instead.,cheap
1539,That apple is too optimistic. I want a [MASK] one instead.,pessimistic
1540,That wagon is too specific. I want a [MASK] one instead.,general
1541,That rooster is too incomplete. I want a [MASK] one instead.,complete
1542,That quilt is too broken. I want a [MASK] one instead.,advance
1543,That zebra is too lucky. I want a [MASK] one instead.,unlucky
1544,That yarn is too fat. I want a [MASK] one instead.,lean
1545,That lake is too safe. I want a [MASK] one instead.,dangerous
1546,That egg is too dangerous. I want a [MASK] one instead.,safe
1547,That umbrella is too reliable. I want a [MASK] one instead.,unreliable
1548,That apple is too intelligent. I want a [MASK] one instead.,stupid
1549,That orange is too invisible. I want a [MASK] one instead.,visible
1550,That orange is too cool. I want a [MASK] one instead.,warm
1551,That rooster is too private. I want a [MASK] one instead.,public
1552,That yarn is too like. I want a [MASK] one instead.,different
1553,That cat is too courageous. I want a [MASK] one instead.,fearful
1554,That note is too hard. I want a [MASK] one instead.,soft
1555,That turtle is too like. I want a [MASK] one instead.,different
1556,That umbrella is too uncomfortable. I want a [MASK] one instead.,comfortable
1557,That turtle is too courageous. I want a [MASK] one instead.,fearful
1558,That apple is too warm. I want a [MASK] one instead.,cool
1559,That kite is too pessimistic. I want a [MASK] one instead.,optimistic
1560,That kite is too encouraging. I want a [MASK] one instead.,discouraging
1561,That mouse is too stupid. I want a [MASK] one instead.,smart
1562,That cat is too encouraging. I want a [MASK] one instead.,discouraging
1563,That umbrella is too close. I want a [MASK] one instead.,distant
1564,That shirt is too excited. I want a [MASK] one instead.,quiet
1565,That plant is too sold. I want a [MASK] one instead.,buy
1566,That zebra is too gone. I want a [MASK] one instead.,come
1567,That kite is too proud. I want a [MASK] one instead.,humble
1568,That rooster is too optimistic. I want a [MASK] one instead.,pessimistic
1569,That rooster is too negative. I want a [MASK] one instead.,positive
1570,That turtle is too positive. I want a [MASK] one instead.,negative
1571,That mouse is too unknown. I want a [MASK] one instead.,known
1572,That umbrella is too serious. I want a [MASK] one instead.,playful
1573,That shirt is too wise. I want a [MASK] one instead.,foolish
1574,That mouse is too expensive. I want a [MASK] one instead.,cheap
1575,That orange is too functional. I want a [MASK] one instead.,organic
1576,That yarn is too incomplete. I want a [MASK] one instead.,complete
1577,That apple is too smart. I want a [MASK] one instead.,stupid
1578,That egg is too late. I want a [MASK] one instead.,early
1579,That kite is too sick. I want a [MASK] one instead.,well
1580,That apple is too humble. I want a [MASK] one instead.,proud
1581,That shirt is too reliable. I want a [MASK] one instead.,unreliable
1582,That wagon is too unhappy. I want a [MASK] one instead.,happy
1583,That cat is too visible. I want a [MASK] one instead.,invisible
1584,That bear is too organic. I want a [MASK] one instead.,functional
1585,That house is too difficult. I want a [MASK] one instead.,easy
1586,That garage is too courageous. I want a [MASK] one instead.,fearful
1587,That umbrella is too intense. I want a [MASK] one instead.,mild
1588,That garage is too fine. I want a [MASK] one instead.,harsh
1589,That fox is too bad. I want a [MASK] one instead.,good
1590,That lake is too patient. I want a [MASK] one instead.,impatient
1591,That quilt is too friendly. I want a [MASK] one instead.,hostile
1592,That quilt is too confident. I want a [MASK] one instead.,shy
1593,That bear is too clean. I want a [MASK] one instead.,dirty
1594,That shirt is too hopeful. I want a [MASK] one instead.,hopeless
1595,That kite is too pessimistic. I want a [MASK] one instead.,optimistic
1596,That lake is too optimistic. I want a [MASK] one instead.,pessimistic
1597,That kite is too bad. I want a [MASK] one instead.,good
1598,That wagon is too slow. I want a [MASK] one instead.,fast
1599,That yarn is too sweet. I want a [MASK] one instead.,dry
1600,That quilt is too unknown. I want a [MASK] one instead.,known
1601,That lake is too active. I want a [MASK] one instead.,passive
1602,That zebra is too worthless. I want a [MASK] one instead.,valuable
1603,That zebra is too discontinued. I want a [MASK] one instead.,continued
1604,That wagon is too unknown. I want a [MASK] one instead.,known
1605,That kite is too sensitive. I want a [MASK] one instead.,insensitive
1606,That orange is too unhappy. I want a [MASK] one instead.,happy
1607,That quilt is too emotional. I want a [MASK] one instead.,intellectual
1608,That van is too ugly. I want a [MASK] one instead.,beautiful
1609,That bear is too courageous. I want a [MASK] one instead.,fearful
1610,That wagon is too bad. I want a [MASK] one instead.,good
1611,That house is too found. I want a [MASK] one instead.,lost
1612,That quilt is too found. I want a [MASK] one instead.,lost
1613,That note is too private. I want a [MASK] one instead.,public
1614,That house is too empty. I want a [MASK] one instead.,full
1615,That zebra is too pessimistic. I want a [MASK] one instead.,optimistic
1616,That turtle is too slow. I want a [MASK] one instead.,fast
1617,That lake is too sick. I want a [MASK] one instead.,well
1618,That note is too similar. I want a [MASK] one instead.,different
1619,That shirt is too emotional. I want a [MASK] one instead.,cerebral
1620,That yarn is too strong. I want a [MASK] one instead.,weak
1621,That dog is too careful. I want a [MASK] one instead.,careless
1622,That fox is too respectful. I want a [MASK] one instead.,disrespectful
1623,That egg is too dirty. I want a [MASK] one instead.,clean
1624,That cat is too professional. I want a [MASK] one instead.,amateur
1625,That yarn is too encouraging. I want a [MASK] one instead.,discouraging
1626,That kite is too emotional. I want a [MASK] one instead.,cerebral
1627,That quilt is too ugly. I want a [MASK] one instead.,beautiful
1628,That mouse is too unhappy. I want a [MASK] one instead.,happy
1629,That note is too bright. I want a [MASK] one instead.,dull
1630,That mouse is too shy. I want a [MASK] one instead.,confident
1631,That lake is too negative. I want a [MASK] one instead.,positive
1632,That shirt is too functional. I want a [MASK] one instead.,organic
1633,That orange is too dishonest. I want a [MASK] one instead.,honest
1634,That rooster is too wrong. I want a [MASK] one instead.,right
1635,That egg is too evil. I want a [MASK] one instead.,good
1636,That lake is too positive. I want a [MASK] one instead.,negative
1637,That zebra is too functional. I want a [MASK] one instead.,organic
1638,That umbrella is too young. I want a [MASK] one instead.,old
1639,That umbrella is too warm. I want a [MASK] one instead.,cool
1640,That turtle is too optimistic. I want a [MASK] one instead.,pessimistic
1641,That lake is too easy. I want a [MASK] one instead.,difficult
1642,That rooster is too unhappy. I want a [MASK] one instead.,happy
1643,That kite is too pessimistic. I want a [MASK] one instead.,optimistic
1644,That plant is too incomplete. I want a [MASK] one instead.,complete
1645,That rooster is too effective. I want a [MASK] one instead.,ineffective
1646,That shirt is too sick. I want a [MASK] one instead.,well
1647,That cat is too sold. I want a [MASK] one instead.,buy
1648,That egg is too active. I want a [MASK] one instead.,quiet
1649,That rooster is too shown. I want a [MASK] one instead.,hide
1650,That van is too much. I want a [MASK] one instead.,little
1651,That turtle is too healthy. I want a [MASK] one instead.,unhealthy
1652,That dog is too much. I want a [MASK] one instead.,little
1653,That kite is too dangerous. I want a [MASK] one instead.,safe
1654,That cat is too excited. I want a [MASK] one instead.,quiet
1655,That yarn is too cheap. I want a [MASK] one instead.,expensive
1656,That cat is too easy. I want a [MASK] one instead.,difficult
1657,That house is too close. I want a [MASK] one instead.,distant
1658,That plant is too warm. I want a [MASK] one instead.,cool
1659,That egg is too available. I want a [MASK] one instead.,unavailable
1660,That note is too tough. I want a [MASK] one instead.,tender
1661,That note is too uncomfortable. I want a [MASK] one instead.,comfortable
1662,That plant is too effective. I want a [MASK] one instead.,ineffective
1663,That house is too unhappy. I want a [MASK] one instead.,happy
1664,That rooster is too emotional. I want a [MASK] one instead.,intellectual
1665,That lake is too specific. I want a [MASK] one instead.,general
1666,That fox is too slow. I want a [MASK] one instead.,fast
1667,That wagon is too specific. I want a [MASK] one instead.,general
1668,That plant is too passive. I want a [MASK] one instead.,active
1669,That kite is too warm. I want a [MASK] one instead.,cool
1670,That van is too big. I want a [MASK] one instead.,small
1671,That van is too discontinued. I want a [MASK] one instead.,continued
1672,That kite is too sick. I want a [MASK] one instead.,well
1673,That note is too bad. I want a [MASK] one instead.,good
1674,That quilt is too much. I want a [MASK] one instead.,little
1675,That apple is too expensive. I want a [MASK] one instead.,cheap
1676,That yarn is too visible. I want a [MASK] one instead.,invisible
1677,That fox is too brave. I want a [MASK] one instead.,timid
1678,That wagon is too impatient. I want a [MASK] one instead.,patient
1679,That shirt is too sweet. I want a [MASK] one instead.,dry
1680,That plant is too courageous. I want a [MASK] one instead.,fearful
1681,That quilt is too white. I want a [MASK] one instead.,black
1682,That rooster is too incomplete. I want a [MASK] one instead.,complete
1683,That shirt is too cool. I want a [MASK] one instead.,warm
1684,That zebra is too lucky. I want a [MASK] one instead.,unlucky
1685,That umbrella is too ill. I want a [MASK] one instead.,good
1686,That mouse is too functional. I want a [MASK] one instead.,organic
1687,That note is too bright. I want a [MASK] one instead.,dull
1688,That zebra is too unhappy. I want a [MASK] one instead.,happy
1689,That note is too conservative. I want a [MASK] one instead.,progressive
1690,That apple is too cheap. I want a [MASK] one instead.,expensive
1691,That dog is too rude. I want a [MASK] one instead.,polite
1692,That lake is too ugly. I want a [MASK] one instead.,beautiful
1693,That dog is too patient. I want a [MASK] one instead.,impatient
1694,That shirt is too much. I want a [MASK] one instead.,little
1695,That dog is too empty. I want a [MASK] one instead.,full
1696,That zebra is too healthy. I want a [MASK] one instead.,unhealthy
1697,That fox is too active. I want a [MASK] one instead.,passive
1698,That turtle is too smart. I want a [MASK] one instead.,stupid
1699,That wagon is too hot. I want a [MASK] one instead.,cold
1700,That quilt is too intense. I want a [MASK] one instead.,mild
1701,That plant is too close. I want a [MASK] one instead.,distant
1702,That cat is too hard. I want a [MASK] one instead.,soft
1703,That wagon is too popular. I want a [MASK] one instead.,unpopular
1704,That note is too slow. I want a [MASK] one instead.,fast
1705,That bear is too complex. I want a [MASK] one instead.,simple
1706,That orange is too afraid. I want a [MASK] one instead.,fearless
1707,That quilt is too dishonest. I want a [MASK] one instead.,honest
1708,That turtle is too smart. I want a [MASK] one instead.,stupid
1709,That mouse is too rude. I want a [MASK] one instead.,polite
1710,That orange is too late. I want a [MASK] one instead.,early
1711,That zebra is too useful. I want a [MASK] one instead.,useless
1712,That apple is too useless. I want a [MASK] one instead.,useful
1713,That mouse is too shown. I want a [MASK] one instead.,hide
1714,That turtle is too worthless. I want a [MASK] one instead.,valuable
1715,That fox is too expensive. I want a [MASK] one instead.,cheap
1716,That shirt is too careful. I want a [MASK] one instead.,careless
1717,That egg is too old. I want a [MASK] one instead.,young
1718,That zebra is too courageous. I want a [MASK] one instead.,fearful
1719,That shirt is too powerless. I want a [MASK] one instead.,powerful
1720,That bear is too brave. I want a [MASK] one instead.,timid
1721,That kite is too weak. I want a [MASK] one instead.,strong
1722,That wagon is too reliable. I want a [MASK] one instead.,unreliable
1723,That note is too humble. I want a [MASK] one instead.,proud
1724,That wagon is too different. I want a [MASK] one instead.,similar
1725,That van is too intense. I want a [MASK] one instead.,mild
1726,That wagon is too simple. I want a [MASK] one instead.,complex
1727,That van is too happy. I want a [MASK] one instead.,unhappy
1728,That wagon is too impatient. I want a [MASK] one instead.,patient
1729,That cat is too specific. I want a [MASK] one instead.,general
1730,That egg is too uncomfortable. I want a [MASK] one instead.,comfortable
1731,That turtle is too bright. I want a [MASK] one instead.,dull
1732,That wagon is too ugly. I want a [MASK] one instead.,beautiful
1733,That rooster is too shy. I want a [MASK] one instead.,confident
1734,That wagon is too cheap. I want a [MASK] one instead.,expensive
1735,That bear is too hungry. I want a [MASK] one instead.,thirsty
1736,That note is too optimistic. I want a [MASK] one instead.,pessimistic
1737,That umbrella is too professional. I want a [MASK] one instead.,amateur
1738,That wagon is too wrong. I want a [MASK] one instead.,right
1739,That umbrella is too stupid. I want a [MASK] one instead.,intelligent
1740,That lake is too hard. I want a [MASK] one instead.,soft
1741,That quilt is too individual. I want a [MASK] one instead.,common
1742,That note is too made. I want a [MASK] one instead.,break
1743,That umbrella is too cheap. I want a [MASK] one instead.,expensive
1744,That cat is too sweet. I want a [MASK] one instead.,dry
1745,That egg is too irresponsible. I want a [MASK] one instead.,responsible
1746,That cat is too big. I want a [MASK] one instead.,small
1747,That zebra is too slow. I want a [MASK] one instead.,fast
1748,That dog is too easy. I want a [MASK] one instead.,difficult
1749,That wagon is too small. I want a [MASK] one instead.,large
1750,That rooster is too encouraging. I want a [MASK] one instead.,discouraging
1751,That dog is too expensive. I want a [MASK] one instead.,cheap
1752,That plant is too sold. I want a [MASK] one instead.,buy
1753,That wagon is too conspicuous. I want a [MASK] one instead.,invisible
1754,That plant is too passive. I want a [MASK] one instead.,active
1755,That plant is too young. I want a [MASK] one instead.,old
1756,That plant is too smart. I want a [MASK] one instead.,stupid
1757,That orange is too popular. I want a [MASK] one instead.,unpopular
1758,That rooster is too quiet. I want a [MASK] one instead.,active
1759,That shirt is too discontinued. I want a [MASK] one instead.,continued
1760,That garage is too difficult. I want a [MASK] one instead.,easy
1761,That garage is too functional. I want a [MASK] one instead.,organic
1762,That egg is too effective. I want a [MASK] one instead.,ineffective
1763,That house is too patient. I want a [MASK] one instead.,impatient
1764,That house is too cold. I want a [MASK] one instead.,hot
1765,That quilt is too small. I want a [MASK] one instead.,large
1766,That rooster is too intense. I want a [MASK] one instead.,mild
1767,That bear is too slow. I want a [MASK] one instead.,fast
1768,That egg is too afraid. I want a [MASK] one instead.,fearless
1769,That umbrella is too dangerous. I want a [MASK] one instead.,safe
1770,That turtle is too conservative. I want a [MASK] one instead.,progressive
1771,That cat is too optimistic. I want a [MASK] one instead.,pessimistic
1772,That fox is too specific. I want a [MASK] one instead.,general
1773,That zebra is too strong. I want a [MASK] one instead.,weak
1774,That rooster is too young. I want a [MASK] one instead.,old
1775,That plant is too rude. I want a [MASK] one instead.,polite
1776,That apple is too polite. I want a [MASK] one instead.,rude
1777,That bear is too active. I want a [MASK] one instead.,passive
1778,That cat is too below. I want a [MASK] one instead.,upstairs
1779,That quilt is too like. I want a [MASK] one instead.,different
1780,That apple is too strong. I want a [MASK] one instead.,weak
1781,That note is too lucky. I want a [MASK] one instead.,unlucky
1782,That orange is too close. I want a [MASK] one instead.,distant
1783,That bear is too professional. I want a [MASK] one instead.,amateur
1784,That umbrella is too different. I want a [MASK] one instead.,similar
1785,That mouse is too impatient. I want a [MASK] one instead.,patient
1786,That rooster is too well. I want a [MASK] one instead.,ill
1787,That garage is too bad. I want a [MASK] one instead.,good
1788,That dog is too careful. I want a [MASK] one instead.,careless
1789,That house is too hungry. I want a [MASK] one instead.,thirsty
1790,That mouse is too black. I want a [MASK] one instead.,white
1791,That rooster is too useless. I want a [MASK] one instead.,useful
